feature_id,feature_label,omics_layer,original_primary_candidate_tier,evidence_tier,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,source_status,notes
microbe__PAPLN,PAPLN,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__PDZK1,PDZK1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__PRODH,PRODH,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__PRSS2,PRSS2,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ROBO1,ROBO1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SERPINB7,SERPINB7,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SLC52A1,SLC52A1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SLC6A4,SLC6A4,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TGFB2,TGFB2,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TREH,TREH,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__UBD,UBD,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__VSIG1,VSIG1,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__XPNPEP2,XPNPEP2,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__luxR1_B.do,luxR1 B.do,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__luxR2_B.fra,luxR2 B.fra,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__luxR3_B.fra,luxR3 B.fra,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__luxR4_B.fra,luxR4 B.fra,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
alistipes_s_putredinis_asv05127,alistipes_s_putredinis_asv05127,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Lactococcus,Lactococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
5_hydroxylysine,5_hydroxylysine,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
oxalate,oxalate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
bacteroidales_f_rikenellaceae_asv03800,bacteroidales_f_rikenellaceae_asv03800,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
parabacteroides_s_distasonis_asv04229,parabacteroides_s_distasonis_asv04229,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
indole_3_acetate,indole_3_acetate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
fusobacteriaceae_g_fusobacterium_asv15589,fusobacteriaceae_g_fusobacterium_asv15589,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
heptanoic_acid,heptanoic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
ruminococcus_s_gnavus_asv09357,ruminococcus_s_gnavus_asv09357,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
n_acetyl_l_glutamine,n_acetyl_l_glutamine,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridiales_f_lachnospiraceae_asv09751,clostridiales_f_lachnospiraceae_asv09751,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
enterococcaceae_g_enterococcus_asv13969,enterococcaceae_g_enterococcus_asv13969,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
parabacteroides_s_distasonis_asv04233,parabacteroides_s_distasonis_asv04233,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
2_butenoic_acid,2_butenoic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
3_3_hydroxyphenyl_3_hydroxypropanoic_acid,3_3_hydroxyphenyl_3_hydroxypropanoic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
carnitine,carnitine,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
decanoic_acid,decanoic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
glycylproline,glycylproline,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
indole_3_propionic_acid,indole_3_propionic_acid,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
itaconate,itaconate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
methyglutarate,methyglutarate,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
n_acetylserotonin,n_acetylserotonin,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
tryptophan,tryptophan,metabolome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridiales_f_ruminococcaceae_asv12993,clostridiales_f_ruminococcaceae_asv12993,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier II,False,"Original candidate tier maps to Evidence Tier III, reconstructed ST3c tier is Evidence Tier II.",derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
